latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
12.1447,108.57891,325.53,0.46,0.47,2012-01-23,0627,N,VIIRS,n,2,291.37,3.53,D,0
12.1256,108.64169,345.01,0.38,0.36,2012-02-04,0602,N,VIIRS,n,2,299.37,4.88,D,0
12.21521,108.53439,344.76,0.48,0.64,2012-02-07,0646,N,VIIRS,n,2,296.05,6.25,D,0
12.19325,108.5907,333.16,0.4,0.37,2012-02-09,0608,N,VIIRS,n,2,297.83,3.61,D,0
12.1904,108.60062,299.3,0.4,0.37,2012-02-10,1823,N,VIIRS,n,2,286.24,0.67,N,0
12.13452,108.53982,330.19,0.46,0.39,2012-02-14,0614,N,VIIRS,n,2,298.67,2.45,D,0
12.11859,108.55682,333.61,0.4,0.37,2012-03-02,0555,N,VIIRS,n,2,298.92,4.28,D,0
12.24107,108.51678,339.76,0.47,0.48,2012-03-03,0537,N,VIIRS,n,2,289.83,9.05,D,0
12.24179,108.52089,340.33,0.47,0.48,2012-03-03,0537,N,VIIRS,n,2,290.68,9.05,D,0
12.13488,108.58505,340.5,0.46,0.39,2012-03-17,0614,N,VIIRS,n,2,302.66,5.21,D,0
12.20186,108.60815,330.96,0.46,0.39,2012-03-17,0614,N,VIIRS,n,2,295.75,3.16,D,0
12.12471,108.53951,331.17,0.46,0.39,2012-03-17,0614,N,VIIRS,l,2,304.24,2.83,D,0
12.18147,108.60072,299.43,0.4,0.37,2012-03-19,1811,N,VIIRS,n,2,279.55,0.82,N,0
12.21056,108.59144,330.55,0.46,0.39,2012-05-20,0614,N,VIIRS,n,2,290.68,2.51,D,0
12.20938,108.60769,333.99,0.48,0.65,2012-10-20,0644,N,VIIRS,n,2,287.27,3.69,D,0
12.21079,108.60708,333.99,0.48,0.65,2012-10-20,0644,N,VIIRS,n,2,286.97,3.75,D,0
12.19565,108.56483,334.56,0.47,0.48,2012-11-30,0535,N,VIIRS,n,2,294.13,6.88,D,0
12.14925,108.62395,328.93,0.38,0.36,2012-12-04,0600,N,VIIRS,n,2,285.5,2.27,D,0
12.12805,108.63818,329.76,0.56,0.43,2012-12-05,0542,N,VIIRS,n,2,290.61,8.34,D,0
12.1351,108.63194,340.99,0.56,0.43,2012-12-05,0542,N,VIIRS,n,2,291.26,7.17,D,0
12.12952,108.62301,332.57,0.56,0.43,2012-12-05,0542,N,VIIRS,n,2,289.31,3.75,D,0
12.12641,108.62853,326.82,0.56,0.43,2012-12-05,0542,N,VIIRS,n,2,288.16,3.75,D,0
12.13872,108.6054,325.13,0.56,0.43,2012-12-05,0542,N,VIIRS,n,2,290.02,3.38,D,0
12.14829,108.5793,327.43,0.6,0.53,2012-12-11,0529,N,VIIRS,n,2,288.18,9.51,D,0
12.15735,108.55653,298.42,0.48,0.48,2012-12-17,1750,N,VIIRS,n,2,286.19,0.93,N,0
12.11267,108.59541,331.08,0.58,0.52,2013-01-14,0632,N,VIIRS,n,2,293.06,5.35,D,0
12.16861,108.64016,334.3,0.41,0.37,2013-01-16,0554,N,VIIRS,n,2,290.49,2.57,D,0
12.13704,108.57313,335.61,0.41,0.37,2013-01-16,0554,N,VIIRS,n,2,297.71,3.11,D,0
