latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
12.06124,108.9688,339.24,0.4,0.37,2012-02-15,0555,N,VIIRS,n,2,295.06,5.15,D,0
12.05049,108.94554,341.78,0.48,0.4,2012-03-01,0614,N,VIIRS,n,2,294.87,6.9,D,0
12.0345,109.09496,351.95,0.35,0.57,2012-03-09,0524,N,VIIRS,n,2,287.87,6.24,D,0
12.02909,109.09497,367,0.35,0.57,2012-03-09,0524,N,VIIRS,h,2,290.25,13.93,D,0
12.06002,108.94228,331.25,0.36,0.57,2012-03-09,0524,N,VIIRS,n,2,290.69,3.83,D,0
12.00604,109.05006,338.74,0.41,0.37,2012-03-12,0608,N,VIIRS,n,2,291.5,9.58,D,0
12.12455,109.04549,348.99,0.49,0.4,2012-03-17,0614,N,VIIRS,n,2,305.29,10.78,D,0
12.04498,108.97031,342.36,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,299.17,32.7,D,0
12.12217,109.03672,340.28,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,297.14,4.4,D,0
12.11806,109.03817,339.55,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,296.98,4.4,D,0
12.1146,109.0434,356.09,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,298.46,8.83,D,0
12.05366,108.96983,339.56,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,292.15,4.49,D,0
12.0493,108.96999,353.58,0.44,0.46,2012-03-19,0537,N,VIIRS,n,2,297.63,32.7,D,0
12.02915,109.08515,329.77,0.5,0.49,2012-03-27,0627,N,VIIRS,n,2,284.93,2.75,D,0
12.04149,108.94137,345.71,0.39,0.44,2012-04-07,0620,N,VIIRS,n,2,296.89,5.43,D,0
12.16566,109.03362,337.6,0.4,0.44,2012-04-07,0620,N,VIIRS,n,2,299.54,4.22,D,0
12.02992,108.94754,340.68,0.39,0.44,2012-04-07,0620,N,VIIRS,n,2,298.1,6.56,D,0
12.02095,108.97328,332.8,0.39,0.44,2012-04-07,0620,N,VIIRS,n,2,296.55,2.17,D,0
12.01804,108.97829,331.29,0.39,0.36,2012-04-08,0602,N,VIIRS,n,2,295.41,2.4,D,0
12.11625,109.04261,341.76,0.52,0.42,2012-04-09,0543,N,VIIRS,n,2,295.27,21.98,D,0
12.01778,109.07022,337.76,0.42,0.37,2012-04-13,0608,N,VIIRS,n,2,295.62,5.37,D,0
12.01471,108.977,335.03,0.41,0.37,2012-04-13,0608,N,VIIRS,n,2,299.16,1.98,D,0
12.08195,109.07338,339.04,0.55,0.51,2012-04-15,0530,N,VIIRS,n,2,281.93,19.24,D,0
12.08107,109.0686,334.78,0.55,0.51,2012-04-15,0530,N,VIIRS,n,2,282.19,21.11,D,0
12.04151,108.95129,299.96,0.58,0.7,2012-04-17,1727,N,VIIRS,n,2,282.16,1.58,N,0
12.01474,108.9809,332.7,0.48,0.4,2012-04-18,0614,N,VIIRS,n,2,301.3,4.45,D,0
12.01274,108.98052,330.09,0.48,0.4,2012-04-18,0614,N,VIIRS,l,2,302.39,3.59,D,0
12.11809,109.04518,336.62,0.49,0.4,2012-04-18,0614,N,VIIRS,n,2,298.51,7.53,D,0
12.0475,108.94524,346.11,0.48,0.4,2012-04-18,0614,N,VIIRS,n,2,300.54,7.87,D,0
12.18156,109.0841,340.82,0.43,0.46,2012-04-20,0536,N,VIIRS,n,2,298,4.53,D,0
12.18226,109.08811,336.79,0.43,0.46,2012-04-20,0536,N,VIIRS,n,2,298.75,4.53,D,0
12.05626,108.95254,334.2,0.39,0.44,2012-04-23,0620,N,VIIRS,n,2,297.6,3.15,D,0
12.01545,108.96809,336.92,0.39,0.36,2012-04-24,0601,N,VIIRS,n,2,302.29,6.2,D,0
12.12553,109.0557,330.53,0.5,0.49,2012-04-28,0627,N,VIIRS,n,2,289.19,5.67,D,0
12.04912,108.9642,338.9,0.66,0.73,2012-05-02,0652,N,VIIRS,n,2,291.28,10.54,D,0
12.04945,108.96054,339.11,0.66,0.73,2012-05-02,0652,N,VIIRS,n,2,291.15,12.36,D,0
12.0487,108.97347,337.7,0.48,0.4,2012-05-04,0614,N,VIIRS,n,2,295.79,5.29,D,0
12.19514,108.92867,333.74,0.48,0.4,2012-05-04,0614,N,VIIRS,n,2,298.05,5.24,D,0
12.12496,109.04502,347.08,0.53,0.42,2012-05-11,0542,N,VIIRS,n,2,299.68,9.53,D,0
12.19539,108.90234,346.69,0.74,0.76,2012-05-13,0505,N,VIIRS,n,2,280.54,15.26,D,0
12.19989,108.90499,328.37,0.74,0.76,2012-05-13,0505,N,VIIRS,n,2,281.01,12.89,D,0
12.19183,108.90149,328.74,0.74,0.76,2012-05-13,0505,N,VIIRS,n,2,280.47,7.32,D,0
12.12944,109.06673,340.85,0.5,0.49,2012-05-14,0626,N,VIIRS,n,2,273.77,5.53,D,0
12.00915,109.07668,341.51,0.39,0.44,2012-06-10,0620,N,VIIRS,n,2,288.9,5.61,D,0
12.00725,109.05121,332.05,0.53,0.42,2012-06-12,0542,N,VIIRS,n,2,293.35,2.8,D,0
12.01367,109.06815,341.27,0.36,0.57,2012-06-13,0523,N,VIIRS,n,2,269.39,4.13,D,0
12.05359,108.90353,333.55,0.48,0.48,2012-06-15,0626,N,VIIRS,n,2,283.05,3.51,D,0
12.19943,109.03568,343.51,0.38,0.36,2012-06-27,0600,N,VIIRS,n,2,296.82,7.77,D,0
12.00489,109.06424,339.42,0.45,0.47,2012-07-09,0535,N,VIIRS,n,2,287.35,4.81,D,0
12.00442,109.03614,332.59,0.45,0.47,2012-07-09,0535,N,VIIRS,n,2,285.07,5.28,D,0
12.19165,108.93159,340.42,0.39,0.44,2012-08-13,0619,N,VIIRS,n,2,295.74,5.11,D,0
12.08004,108.91109,296.58,0.4,0.37,2013-01-17,1809,N,VIIRS,n,2,285.1,0.58,N,0
12.08338,108.91178,329.96,0.4,0.37,2013-01-17,1809,N,VIIRS,n,2,285.24,2.18,N,0
12.06288,108.94082,331.49,0.47,0.4,2013-01-31,0613,N,VIIRS,n,2,297.34,3.38,D,0
12.1151,109.08226,301.68,0.39,0.36,2013-02-02,1810,N,VIIRS,n,2,290.74,0.42,N,0
12.01553,108.9425,332.4,0.39,0.44,2013-03-09,0620,N,VIIRS,n,2,296.87,2.19,D,0
12.06469,108.96938,340.47,0.53,0.42,2013-03-11,0542,N,VIIRS,n,2,297.33,5.55,D,0
12.11926,109.04877,367,0.53,0.67,2013-03-13,0645,N,VIIRS,h,2,293.23,29.87,D,0
12.11972,109.05277,367,0.53,0.67,2013-03-13,0645,N,VIIRS,h,2,291.32,34.94,D,0
12.14473,109.06991,305.9,0.32,0.55,2013-03-20,1848,N,VIIRS,n,2,291.47,0.36,N,0
12.01228,108.97913,338.01,0.44,0.46,2013-03-22,0536,N,VIIRS,n,2,297.87,3.62,D,0
12.17154,109.03583,339.23,0.45,0.63,2013-03-23,0518,N,VIIRS,n,2,298.22,2.44,D,0
12.17705,109.03345,331.03,0.45,0.63,2013-03-23,0518,N,VIIRS,n,2,296.89,2.44,D,0
12.11701,109.04038,342.74,0.39,0.36,2013-03-26,0602,N,VIIRS,n,2,300.13,13.31,D,0
12.12065,109.06237,344.04,0.52,0.42,2013-03-27,0543,N,VIIRS,n,2,295.97,39.42,D,0
12.02963,109.07621,340.14,0.35,0.57,2013-03-28,0524,N,VIIRS,n,2,291.22,7.31,D,0
12.03056,109.08111,367,0.35,0.57,2013-03-28,0524,N,VIIRS,h,2,302.07,63.69,D,0
12.02918,109.07384,332.02,0.35,0.57,2013-03-28,0524,N,VIIRS,n,2,290.18,7.31,D,0
12.03008,109.07861,287.63,0.35,0.57,2013-03-28,0524,N,VIIRS,l,2,294.62,63.69,D,0
12.12108,109.04771,335.38,0.35,0.57,2013-03-28,0524,N,VIIRS,n,2,293.34,2.88,D,0
12.16912,109.02606,343.27,0.51,0.49,2013-03-30,0627,N,VIIRS,n,2,296.73,7.8,D,0
12.14748,109.02876,346.35,0.56,0.69,2013-04-03,0512,N,VIIRS,n,2,292.44,6.83,D,0
12.11947,109.08444,305.7,0.51,0.41,2013-04-13,1758,N,VIIRS,n,2,281.23,0.75,N,0
12.01657,108.92533,335.81,0.52,0.67,2013-04-14,0646,N,VIIRS,n,2,281.83,4.11,D,0
12.01264,108.93834,343.93,0.41,0.37,2013-04-16,0608,N,VIIRS,n,2,298.39,5.55,D,0
12.10938,109.03716,331.19,0.44,0.38,2013-04-17,0549,N,VIIRS,l,2,293.2,5.41,D,0
12.1224,109.05071,334.22,0.44,0.38,2013-04-17,0549,N,VIIRS,n,2,295.27,5.47,D,0
12.11222,109.04387,342.03,0.54,0.51,2013-04-18,0530,N,VIIRS,n,2,284.59,7.12,D,0
12.11674,109.04221,342.06,0.54,0.51,2013-04-18,0530,N,VIIRS,n,2,286.33,7.12,D,0
12.1149,109.04086,341.57,0.55,0.51,2013-04-18,0530,N,VIIRS,n,2,286.82,13.62,D,0
12.171,109.02621,336.23,0.42,0.61,2013-04-25,0640,N,VIIRS,n,2,291.75,4.33,D,0
12.00951,108.98331,340.49,0.4,0.44,2013-04-26,0621,N,VIIRS,n,2,293.69,15.74,D,0
12.05322,108.90538,335.76,0.39,0.36,2013-04-27,0602,N,VIIRS,n,2,295.09,3.03,D,0
12.11478,109.03811,335.86,0.39,0.36,2013-05-08,0556,N,VIIRS,n,2,293.63,31.18,D,0
12.11534,109.04168,334.64,0.39,0.36,2013-05-08,0556,N,VIIRS,n,2,290.95,13.22,D,0
12.16429,109.02618,329.93,0.56,0.69,2013-05-21,0512,N,VIIRS,n,2,284.85,3.97,D,0
12.01669,108.98141,340.63,0.44,0.46,2013-05-25,0537,N,VIIRS,n,2,291.49,4.04,D,0
12.13259,109.04762,346.91,0.39,0.36,2013-05-29,0602,N,VIIRS,n,2,296.31,11.9,D,0
12.01001,109.06562,339.13,0.44,0.46,2013-06-26,0537,N,VIIRS,n,2,295.6,3.95,D,0
12.00727,109.05018,344.28,0.44,0.46,2013-06-26,0537,N,VIIRS,n,2,295.28,5.37,D,0
12.09143,109.07754,333.34,0.4,0.44,2013-06-29,0621,N,VIIRS,n,2,297.69,3.62,D,0
12.11265,109.07858,332.53,0.56,0.51,2013-07-07,0531,N,VIIRS,n,2,290.63,2.33,D,0
12.03959,109.08223,331.49,0.56,0.51,2013-07-07,0531,N,VIIRS,n,2,288.88,9.73,D,0
12.02715,108.9348,331.58,0.57,0.52,2013-07-07,0531,N,VIIRS,n,2,291.1,6.3,D,0
12.03105,108.9292,337.09,0.57,0.52,2013-07-07,0531,N,VIIRS,n,2,289.09,6.3,D,0
12.11256,109.08125,335.27,0.56,0.51,2013-07-07,0531,N,VIIRS,n,2,291.6,6.39,D,0
12.17289,109.09722,339.79,0.4,0.44,2013-08-16,0621,N,VIIRS,n,2,291.69,5.55,D,0
12.09179,109.09795,330.19,0.53,0.42,2013-08-18,0544,N,VIIRS,n,2,299.4,14.23,D,0
12.07092,109.06756,333.56,0.53,0.42,2013-08-18,0544,N,VIIRS,n,2,299.16,13.42,D,0
12.14375,109.06611,333.07,0.53,0.42,2013-08-18,0544,N,VIIRS,n,2,300.46,8.06,D,0
12.11095,109.03979,339.49,0.35,0.57,2013-08-19,0525,N,VIIRS,n,2,282.67,9.42,D,0
