datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,resolvedAddress,tz,tzOffset,queryCost,node,lat,lon,date
2025-12-01,1764522000,26.3,20.9,22.8,26.3,20.9,22.8,20.5,87.4,2.2,100.0,33.33,rain,0.0,0.0,23.0,6.5,0.9,1012.8,74.0,21.2,157.2,13.5,6.0,30.0,05:52:26,1764543146,17:20:03,1764584403,0.37,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-01
2025-12-02,1764608400,26.8,19.6,22.9,28.2,19.6,23.0,20.3,86.2,1.1,100.0,29.17,rain,0.0,0.0,20.5,6.5,296.5,1012.7,59.9,21.7,166.6,14.5,7.0,60.0,05:52:57,1764629577,17:20:17,1764670817,0.41,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-02
2025-12-03,1764694800,22.3,20.5,21.1,22.3,20.5,21.1,20.4,95.8,12.9,100.0,100.0,rain,0.0,0.0,38.2,6.8,348.2,1013.5,99.2,13.9,46.4,4.1,2.0,30.0,05:53:30,1764716010,17:20:32,1764757232,0.44,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-03
2025-12-04,1764781200,25.6,19.6,22.1,25.6,19.6,22.1,19.3,84.6,5.6,100.0,25.0,rain,0.0,0.0,41.0,13.7,63.3,1014.3,49.9,19.8,194.0,16.7,8.0,10.0,05:54:02,1764802442,17:20:48,1764843648,0.47,"type_21, type_42",Clearingpm with rainclearinglater.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-04
2025-12-05,1764867600,25.1,18.7,21.3,25.1,18.7,21.3,17.5,79.5,0.0,0.0,0.0,,0.0,0.0,51.8,17.6,54.1,1016.0,76.3,22.3,192.9,16.7,6.0,10.0,05:54:34,1764888874,17:21:05,1764930065,0.5,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-05
2025-12-06,1764954000,24.4,17.2,20.2,24.4,17.2,20.2,16.0,77.9,0.0,0.0,0.0,,0.0,0.0,54.7,19.4,51.9,1015.8,48.8,22.0,227.2,19.6,8.0,10.0,05:55:07,1764975307,17:21:23,1765016483,0.54,type_42,Clearingpm.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-06
2025-12-07,1765040400,24.4,15.7,19.1,24.4,15.7,19.1,14.9,77.7,0.0,0.0,0.0,,0.0,0.0,37.1,12.2,47.2,1015.5,49.2,23.5,234.1,20.2,8.0,10.0,05:55:39,1765061739,17:21:42,1765102902,0.57,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-07
2025-12-08,1765126800,22.1,14.7,18.2,22.1,14.7,18.2,15.3,83.7,0.5,100.0,16.67,rain,0.0,0.0,46.8,15.8,47.2,1015.0,91.4,13.7,154.2,13.3,6.0,10.0,05:56:12,1765148172,17:22:02,1765189322,0.61,"type_21, type_41",Overcast with rainampm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-08
2025-12-09,1765213200,22.1,17.6,19.3,22.1,17.6,19.3,17.1,87.2,0.7,100.0,16.67,rain,0.0,0.0,50.8,18.0,47.9,1014.3,99.9,12.8,119.7,10.5,5.0,10.0,05:56:45,1765234605,17:22:23,1765275743,0.64,"type_21, type_41",Overcast with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-09
2025-12-10,1765299600,23.3,18.7,20.4,23.3,18.7,20.4,19.6,95.5,5.7,100.0,62.5,rain,0.0,0.0,36.0,10.1,47.3,1013.4,85.3,4.5,76.6,6.6,3.0,10.0,05:57:17,1765321037,17:22:44,1765362164,0.67,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-10
2025-12-11,1765386000,26.5,19.6,22.2,26.5,19.6,22.2,19.2,84.0,0.0,0.0,0.0,,0.0,0.0,42.5,14.4,74.2,1013.5,72.7,19.7,196.6,17.0,7.0,10.0,05:57:50,1765407470,17:23:07,1765448587,0.71,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-11
2025-12-12,1765472400,26.2,18.8,21.6,26.2,18.8,21.6,18.4,82.9,0.2,100.0,8.33,rain,0.0,0.0,39.2,13.0,64.1,1013.6,45.5,23.2,197.8,17.1,7.0,30.0,05:58:22,1765493902,17:23:30,1765535010,0.75,"type_21, type_42",Variablecloud with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-12
2025-12-13,1765558800,25.6,18.3,21.3,25.6,18.3,21.3,17.9,81.9,0.0,0.0,0.0,,0.0,0.0,49.0,18.0,58.9,1013.7,81.3,21.2,171.3,14.7,6.0,10.0,05:58:55,1765580335,17:23:54,1765621434,0.77,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-13
2025-12-14,1765645200,24.4,19.0,21.0,24.4,19.0,21.0,17.4,80.4,0.0,0.0,0.0,rain,0.0,0.0,61.2,22.0,53.0,1014.2,72.7,9.4,178.8,15.4,7.0,10.0,05:59:27,1765666767,17:24:19,1765707859,0.81,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-14
2025-12-15,1765731600,24.6,19.1,21.1,24.6,19.1,21.1,17.7,81.5,0.0,0.0,0.0,,0.0,0.0,52.6,18.7,53.7,1014.8,90.3,15.7,176.3,15.3,6.0,10.0,05:59:59,1765753199,17:24:45,1765794285,0.84,type_41,Overcast.,cloudy,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-15
2025-12-16,1765818000,25.2,18.5,20.9,25.2,18.5,20.9,17.5,81.8,0.0,0.0,0.0,,0.0,0.0,39.2,13.3,56.5,1014.6,87.0,20.9,193.3,16.8,7.0,10.0,06:00:31,1765839631,17:25:11,1765880711,0.87,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-16
2025-12-17,1765904400,23.6,17.8,20.5,23.6,17.8,20.5,18.0,86.0,1.2,100.0,16.67,rain,0.0,0.0,47.9,14.0,55.0,1014.9,60.1,19.6,170.4,14.7,7.0,10.0,06:01:03,1765926063,17:25:38,1765967138,0.91,"type_21, type_42",Variablecloud with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-17
2025-12-18,1765990800,24.2,17.8,20.4,24.2,17.8,20.4,17.2,82.6,0.0,0.0,0.0,,0.0,0.0,50.8,17.3,55.0,1014.3,74.8,21.7,171.5,14.9,6.0,10.0,06:01:34,1766012494,17:26:06,1766053566,0.94,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-18
2025-12-19,1766077200,24.8,17.8,20.5,24.8,17.8,20.5,17.8,85.0,0.1,100.0,4.17,rain,0.0,0.0,39.2,14.8,50.9,1012.8,88.4,21.8,160.0,13.9,6.0,10.0,06:02:05,1766098925,17:26:34,1766139994,0.97,"type_21, type_42",Variablecloud with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-19
2025-12-20,1766163600,24.9,17.0,20.6,24.9,17.0,20.6,18.0,85.9,0.5,100.0,16.67,rain,0.0,0.0,35.3,11.5,53.3,1012.3,97.5,21.1,190.7,16.4,7.0,10.0,06:02:36,1766185356,17:27:03,1766226423,0.0,"type_21, type_41",Overcast with rainampm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-20
2025-12-21,1766250000,24.9,19.1,21.5,24.9,19.1,21.5,18.6,84.4,0.1,100.0,4.17,rain,0.0,0.0,49.0,16.6,51.3,1012.9,70.7,20.3,189.2,16.3,7.0,10.0,06:03:06,1766271786,17:27:32,1766312852,0.04,"type_21, type_42",Variablecloud with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-21
2025-12-22,1766336400,25.1,19.9,21.7,25.1,19.9,21.7,18.8,83.7,0.5,100.0,20.83,rain,0.0,0.0,47.9,16.9,47.4,1012.6,86.3,13.3,191.7,16.5,6.0,10.0,06:03:36,1766358216,17:28:02,1766399282,0.07,"type_21, type_42",Variablecloud with rainampm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-22
2025-12-23,1766422800,26.1,18.7,21.6,26.1,18.7,21.6,18.1,81.3,0.3,100.0,4.17,rain,0.0,0.0,44.6,15.1,53.3,1012.4,89.5,20.2,180.2,15.4,7.0,30.0,06:04:05,1766444645,17:28:32,1766485712,0.11,"type_21, type_42",Variablecloud with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-23
2025-12-24,1766509200,24.6,18.7,21.1,24.6,18.7,21.1,18.9,87.5,0.1,100.0,4.17,rain,0.0,0.0,38.2,13.0,47.6,1011.9,97.6,17.5,117.4,10.0,4.0,30.0,06:04:34,1766531074,17:29:03,1766572143,0.14,"type_21, type_41",Overcast with rainpm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-24
2025-12-25,1766595600,24.5,19.2,21.3,24.5,19.2,21.3,18.9,86.5,0.7,100.0,29.17,rain,0.0,0.0,42.5,13.7,47.7,1012.8,95.0,10.5,122.1,10.7,5.0,10.0,06:05:02,1766617502,17:29:34,1766658574,0.18,"type_21, type_41",Overcast with rainampm.,rain,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-25
2025-12-26,1766682000,23.1,17.9,19.8,23.1,17.9,19.8,16.3,80.5,0.0,0.0,0.0,rain,0.0,0.0,51.5,19.4,54.9,1014.2,83.3,14.9,146.0,12.6,6.0,10.0,06:05:30,1766703930,17:30:06,1766745006,0.21,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-26
2025-12-27,1766768400,23.6,17.3,19.7,23.6,17.3,19.7,16.1,79.9,0.0,0.0,0.0,,0.0,0.0,42.8,14.4,57.0,1015.0,82.6,21.2,174.1,14.9,6.0,10.0,06:05:57,1766790357,17:30:38,1766831438,0.25,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-27
2025-12-28,1766854800,26.8,15.0,19.7,27.1,15.0,19.7,15.3,78.1,0.0,0.0,0.0,,0.0,0.0,23.0,9.0,52.8,1014.4,77.0,23.4,235.5,20.5,9.0,10.0,06:06:24,1766876784,17:31:10,1766917870,0.25,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-28
2025-12-29,1766941200,26.7,15.4,19.6,26.7,15.4,19.6,14.9,78.0,0.0,0.0,0.0,,0.0,0.0,13.3,7.9,32.7,1013.4,50.6,24.1,250.1,21.6,9.0,10.0,06:06:50,1766963210,17:31:43,1767004303,0.32,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-29
2025-12-30,1767027600,27.1,14.1,19.2,27.0,14.1,19.2,14.5,77.9,0.0,0.0,0.0,,0.0,0.0,13.0,8.3,39.8,1012.5,62.4,24.1,252.0,21.9,9.0,10.0,06:07:15,1767049635,17:32:16,1767090736,0.35,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-30
2025-12-31,1767114000,27.0,13.8,18.9,26.7,13.8,18.8,13.4,75.4,0.0,0.0,0.0,,0.0,0.0,7.6,8.6,27.8,1011.3,34.1,24.1,255.2,22.1,9.0,10.0,06:07:40,1767136060,17:32:49,1767177169,0.39,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.2",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684275,12.2,108.2,2025-12-31
2025-12-01,1764522000,25.6,19.6,21.5,25.6,19.6,21.5,19.7,90.2,3.9,100.0,50.0,rain,0.0,0.0,23.4,5.4,323.3,1013.7,81.5,20.8,160.6,13.9,6.0,30.0,05:51:38,1764543098,17:19:14,1764584354,0.37,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-01
2025-12-02,1764608400,25.4,19.1,21.8,25.4,19.1,21.8,19.5,87.4,1.7,100.0,50.0,rain,0.0,0.0,20.5,5.4,312.3,1013.5,73.5,22.9,158.6,13.8,6.0,30.0,05:52:09,1764629529,17:19:29,1764670769,0.41,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-02
2025-12-03,1764694800,21.2,19.5,20.0,21.2,19.5,20.0,19.6,97.5,34.0,100.0,100.0,rain,0.0,0.0,46.4,7.2,337.7,1014.0,99.3,11.8,43.8,3.8,2.0,30.0,05:52:42,1764715962,17:19:44,1764757184,0.44,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-03
2025-12-04,1764781200,22.6,18.2,20.2,22.6,18.2,20.2,18.4,90.0,7.3,100.0,87.5,rain,0.0,0.0,45.4,13.3,75.9,1015.8,75.9,8.0,175.9,15.4,7.0,10.0,05:53:14,1764802394,17:20:00,1764843600,0.47,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-04
2025-12-05,1764867600,22.7,17.3,19.5,22.7,17.3,19.5,17.0,86.1,2.1,100.0,54.17,rain,0.0,0.0,48.2,16.2,57.8,1017.5,86.9,11.5,188.1,16.3,6.0,10.0,05:53:46,1764888826,17:20:17,1764930017,0.5,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-05
2025-12-06,1764954000,22.2,15.8,18.6,22.2,15.8,18.6,15.3,82.3,0.0,0.0,0.0,,0.0,0.0,50.0,16.6,51.7,1017.2,65.3,16.8,208.1,17.9,8.0,10.0,05:54:19,1764975259,17:20:35,1765016435,0.54,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-06
2025-12-07,1765040400,22.5,14.2,17.6,22.5,14.2,17.6,14.2,81.6,0.0,0.0,0.0,,0.0,0.0,36.4,10.8,43.1,1016.5,64.6,18.5,211.1,18.1,7.0,10.0,05:54:51,1765061691,17:20:54,1765102854,0.57,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-07
2025-12-08,1765126800,20.5,13.0,16.8,20.5,13.0,16.8,14.7,87.9,1.9,100.0,54.17,rain,0.0,0.0,43.2,14.4,45.4,1015.9,93.5,6.1,151.1,13.1,6.0,10.0,05:55:24,1765148124,17:21:14,1765189274,0.61,"type_21, type_41",Overcast with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-08
2025-12-09,1765213200,20.0,16.3,17.7,20.0,16.3,17.7,16.5,92.6,3.4,100.0,62.5,rain,0.0,0.0,43.9,14.8,47.6,1015.5,100.0,6.1,105.2,9.0,5.0,10.0,05:55:57,1765234557,17:21:35,1765275695,0.64,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-09
2025-12-10,1765299600,20.7,17.4,19.0,20.7,17.4,19.0,18.5,97.1,17.9,100.0,95.83,rain,0.0,0.0,41.0,10.1,74.6,1014.5,94.7,0.1,70.6,6.1,3.0,10.0,05:56:29,1765320989,17:21:56,1765362116,0.67,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-10
2025-12-11,1765386000,24.0,18.7,20.4,24.0,18.7,20.4,18.5,89.4,1.6,100.0,54.17,rain,0.0,0.0,42.5,14.0,84.2,1015.2,88.0,10.9,185.0,16.1,7.0,10.0,05:57:02,1765407422,17:22:19,1765448539,0.71,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-11
2025-12-12,1765472400,23.4,18.2,20.1,23.4,18.2,20.1,17.8,87.4,1.1,100.0,37.5,rain,0.0,0.0,40.3,13.0,73.6,1015.0,63.5,16.3,190.3,16.3,7.0,10.0,05:57:34,1765493854,17:22:42,1765534962,0.75,"type_21, type_42",Variablecloud with rainampm.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-12
2025-12-13,1765558800,23.3,17.6,19.7,23.3,17.6,19.7,17.4,87.3,1.2,100.0,41.67,rain,0.0,0.0,45.7,15.8,63.0,1015.2,87.1,17.9,161.5,14.0,6.0,10.0,05:58:07,1765580287,17:23:06,1765621386,0.77,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-13
2025-12-14,1765645200,22.0,17.3,19.0,22.0,17.3,19.0,17.0,88.4,4.5,100.0,87.5,rain,0.0,0.0,54.0,18.7,58.0,1015.7,84.6,2.5,180.6,15.6,7.0,10.0,05:58:39,1765666719,17:23:31,1765707811,0.81,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-14
2025-12-15,1765731600,22.1,17.7,19.1,22.1,17.7,19.1,17.2,89.3,2.8,100.0,83.33,rain,0.0,0.0,49.0,16.2,58.4,1016.1,97.0,9.2,174.8,15.1,6.0,10.0,05:59:11,1765753151,17:23:57,1765794237,0.84,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-15
2025-12-16,1765818000,22.8,17.2,19.2,22.8,17.2,19.2,16.8,87.0,0.0,0.0,0.0,,0.0,0.0,38.5,13.0,61.8,1015.8,93.8,17.1,183.7,16.0,7.0,10.0,05:59:43,1765839583,17:24:23,1765880663,0.87,type_41,Overcast.,cloudy,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-16
2025-12-17,1765904400,21.7,16.8,18.8,21.7,16.8,18.8,17.6,92.6,5.2,100.0,62.5,rain,0.0,0.0,44.3,11.9,57.2,1016.3,87.7,16.3,163.4,14.2,6.0,10.0,06:00:15,1765926015,17:24:50,1765967090,0.91,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-17
2025-12-18,1765990800,21.6,16.5,18.6,21.6,16.5,18.6,16.6,88.7,1.6,100.0,45.83,rain,0.0,0.0,45.0,14.8,56.4,1015.8,89.4,15.7,168.3,14.6,7.0,10.0,06:00:46,1766012446,17:25:18,1766053518,0.94,"type_21, type_42",Variablecloud with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-18
2025-12-19,1766077200,22.4,16.8,19.1,22.4,16.8,19.1,17.1,89.0,1.3,100.0,37.5,rain,0.0,0.0,37.4,13.0,52.2,1014.0,95.8,13.0,156.9,13.4,6.0,10.0,06:01:17,1766098877,17:25:46,1766139946,0.97,"type_21, type_41",Overcast with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-19
2025-12-20,1766163600,22.5,16.1,19.1,22.5,16.1,19.1,17.4,90.2,2.1,100.0,33.33,rain,0.0,0.0,33.8,11.2,53.0,1013.5,98.5,18.0,183.9,15.9,7.0,10.0,06:01:48,1766185308,17:26:15,1766226375,0.0,"type_21, type_41",Overcast with rainampm.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-20
2025-12-21,1766250000,22.5,17.8,19.7,22.5,17.8,19.7,18.0,90.4,2.7,100.0,54.17,rain,0.0,0.0,42.8,15.1,53.7,1013.9,83.8,12.2,187.7,16.1,7.0,10.0,06:02:18,1766271738,17:26:44,1766312804,0.04,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-21
2025-12-22,1766336400,22.1,18.4,19.6,22.1,18.4,19.6,18.3,92.0,5.8,100.0,87.5,rain,0.0,0.0,42.8,14.4,50.5,1013.9,94.4,4.2,170.2,14.8,6.0,10.0,06:02:48,1766358168,17:27:14,1766399234,0.07,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-22
2025-12-23,1766422800,23.4,17.5,19.7,23.4,17.5,19.7,17.7,88.2,1.9,100.0,37.5,rain,0.0,0.0,41.4,13.7,54.7,1013.6,93.0,13.5,171.2,14.8,6.0,10.0,06:03:17,1766444597,17:27:44,1766485664,0.11,"type_21, type_41",Overcast with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-23
2025-12-24,1766509200,21.7,17.8,19.4,21.7,17.8,19.4,18.2,93.1,2.0,100.0,41.67,rain,0.0,0.0,35.6,11.5,53.4,1013.0,99.5,9.7,103.1,8.9,4.0,30.0,06:03:46,1766531026,17:28:15,1766572095,0.14,"type_21, type_41",Overcast with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-24
2025-12-25,1766595600,21.7,17.5,19.3,21.7,17.5,19.3,18.4,94.5,8.6,100.0,91.67,rain,0.0,0.0,41.4,12.2,51.4,1014.0,98.9,0.5,90.2,7.9,4.0,10.0,06:04:14,1766617454,17:28:46,1766658526,0.18,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-25
2025-12-26,1766682000,20.1,16.2,17.7,20.1,16.2,17.7,15.9,89.5,3.4,100.0,75.0,rain,0.0,0.0,44.6,15.5,57.1,1015.8,95.0,1.3,130.6,11.3,5.0,10.0,06:04:42,1766703882,17:29:18,1766744958,0.21,"type_21, type_41",Overcast with rainallday.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-26
2025-12-27,1766768400,20.3,15.9,17.5,20.3,15.9,17.5,15.5,88.2,1.1,100.0,33.33,rain,0.0,0.0,39.6,13.3,56.4,1016.2,92.6,10.9,145.2,12.5,5.0,10.0,06:05:09,1766790309,17:29:50,1766831390,0.25,"type_21, type_41",Overcast with rainampm.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-27
2025-12-28,1766854800,22.9,13.8,17.5,22.9,13.8,17.5,14.4,84.1,0.2,100.0,8.33,rain,0.0,0.0,20.5,9.4,56.0,1015.4,83.9,13.2,226.6,19.6,8.0,10.0,06:05:36,1766876736,17:30:22,1766917822,0.25,"type_21, type_42",Variablecloud with raindefinite.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-28
2025-12-29,1766941200,23.9,14.1,17.7,23.9,14.1,17.7,14.2,82.4,0.1,100.0,4.17,rain,0.0,0.0,10.4,7.9,34.6,1014.2,59.2,13.3,251.2,21.6,9.0,10.0,06:06:02,1766963162,17:30:55,1767004255,0.32,"type_21, type_42",Clearingpm with rainlatepm.,rain,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-29
2025-12-30,1767027600,24.1,12.2,17.1,24.1,12.2,17.1,13.4,82.2,0.0,0.0,0.0,,0.0,0.0,11.9,8.3,42.8,1013.4,69.6,17.9,255.3,22.0,9.0,10.0,06:06:27,1767049587,17:31:28,1767090688,0.35,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-30
