datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,resolvedAddress,tz,tzOffset,queryCost,node,lat,lon,date
2025-12-31,1767114000,25.0,12.0,16.9,25.0,12.0,16.9,12.1,78.4,0.0,0.0,0.0,,0.0,0.0,7.9,7.6,38.8,1012.2,48.6,24.1,257.9,22.3,9.0,10.0,06:06:52,1767136012,17:32:01,1767177121,0.39,type_42,Variablecloud.,partly-cloudy-day,remote,obs,"12.2,108.4",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684276,12.2,108.4,2025-12-31
2025-12-01,1764522000,30.0,20.2,26.3,36.1,20.2,28.3,23.9,87.6,3.9,100.0,50.0,rain,0.0,0.0,23.4,18.4,107.3,1010.8,58.4,8.4,160.6,13.9,6.0,30.0,05:50:50,1764543050,17:18:26,1764584306,0.37,"type_21, type_42",Variablecloud with rainallday.,rain,"VVCR,remote",obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-01
2025-12-02,1764608400,31.0,25.0,27.2,36.4,25.0,29.6,24.6,86.2,1.7,100.0,50.0,rain,0.0,0.0,20.5,16.6,89.2,1010.7,73.8,7.8,158.6,13.8,6.0,30.0,05:51:21,1764629481,17:18:41,1764670721,0.41,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-02
2025-12-03,1764694800,30.0,24.0,26.0,34.0,24.0,27.2,24.1,90.1,34.0,100.0,100.0,rain,0.0,0.0,46.4,18.4,136.6,1011.2,84.8,8.1,43.8,3.8,2.0,30.0,05:51:54,1764715914,17:18:56,1764757136,0.44,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-03
2025-12-04,1764781200,28.0,26.0,26.6,31.8,26.0,28.0,23.3,82.5,7.3,100.0,87.5,rain,0.0,0.0,45.4,27.7,33.3,1013.7,70.6,10.0,175.9,15.4,7.0,10.0,05:52:26,1764802346,17:19:12,1764843552,0.47,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-04
2025-12-05,1764867600,29.0,25.0,26.6,32.6,25.0,27.5,21.6,74.3,2.1,100.0,54.17,rain,0.0,0.0,48.2,33.5,12.3,1015.3,54.8,9.9,188.1,16.3,6.0,10.0,05:52:58,1764888778,17:19:29,1764929969,0.5,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-05
2025-12-06,1764954000,29.0,20.8,26.1,30.7,20.8,26.5,19.8,68.9,0.0,0.0,0.0,,0.0,0.0,51.8,33.5,13.7,1014.8,49.5,10.6,208.1,17.9,8.0,10.0,05:53:31,1764975211,17:19:47,1765016387,0.54,type_42,Variablecloud.,partly-cloudy-day,"VVCR,remote",obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-06
2025-12-07,1765040400,29.0,24.0,25.9,29.8,24.0,26.2,18.1,62.9,0.0,0.0,0.0,,0.0,0.0,36.4,35.3,8.3,1014.3,54.8,10.0,211.1,18.1,7.0,10.0,05:54:03,1765061643,17:20:06,1765102806,0.57,type_42,Variablecloud.,partly-cloudy-day,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-07
2025-12-08,1765126800,28.0,24.0,25.4,29.6,24.0,25.7,19.1,68.6,1.9,100.0,54.17,rain,0.0,0.0,48.2,33.5,354.4,1013.4,70.6,9.7,151.1,13.1,6.0,10.0,05:54:36,1765148076,17:20:26,1765189226,0.61,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-08
2025-12-09,1765213200,27.0,23.0,25.0,28.7,23.0,25.2,20.7,77.1,3.4,100.0,62.5,rain,0.0,0.0,43.9,35.3,0.9,1012.8,78.4,9.8,105.2,9.0,5.0,10.0,05:55:09,1765234509,17:20:47,1765275647,0.64,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-09
2025-12-10,1765299600,26.0,23.0,24.8,26.0,23.0,24.8,23.3,91.2,17.9,100.0,95.83,rain,0.0,0.0,41.0,24.1,10.7,1011.9,89.5,7.5,70.6,6.1,3.0,10.0,05:55:41,1765320941,17:21:08,1765362068,0.67,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-10
2025-12-11,1765386000,29.0,25.0,26.5,33.5,25.0,27.9,23.7,84.7,1.6,100.0,54.17,rain,0.0,0.0,42.5,24.1,19.1,1013.1,63.4,10.0,185.0,16.1,7.0,10.0,05:56:14,1765407374,17:21:31,1765448491,0.71,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-11
2025-12-12,1765472400,30.0,25.0,26.5,33.2,25.0,27.4,22.2,77.6,1.1,100.0,37.5,rain,0.0,0.0,40.3,27.7,14.4,1012.6,60.9,10.0,190.3,16.3,7.0,10.0,05:56:46,1765493806,17:21:54,1765534914,0.75,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-12
2025-12-13,1765558800,30.0,25.0,26.9,32.5,25.0,27.7,21.2,71.5,1.2,100.0,41.67,rain,0.0,0.0,45.7,29.5,7.1,1013.0,55.3,10.0,161.5,14.0,6.0,10.0,05:57:19,1765580239,17:22:18,1765621338,0.77,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-13
2025-12-14,1765645200,28.0,25.0,26.3,30.6,25.0,26.8,21.2,73.5,4.5,100.0,87.5,rain,0.0,0.0,57.6,37.1,14.3,1013.6,76.4,10.0,180.6,15.6,7.0,10.0,05:57:51,1765666671,17:22:43,1765707763,0.81,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-14
2025-12-15,1765731600,28.0,25.0,26.0,30.6,25.0,26.8,21.3,75.2,2.8,100.0,83.33,rain,0.0,0.0,49.0,35.3,11.9,1013.8,62.2,9.9,174.8,15.1,6.0,10.0,05:58:23,1765753103,17:23:09,1765794189,0.84,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-15
2025-12-16,1765818000,29.0,25.0,26.3,31.9,25.0,26.9,20.7,71.6,0.0,0.0,0.0,,0.0,0.0,38.5,29.5,5.3,1013.8,58.1,10.0,183.7,16.0,7.0,10.0,05:58:55,1765839535,17:23:35,1765880615,0.87,type_42,Variablecloud.,partly-cloudy-day,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-16
2025-12-17,1765904400,28.0,25.0,25.7,30.0,25.0,26.1,21.5,78.2,5.2,100.0,62.5,rain,0.0,0.0,44.3,33.5,6.7,1013.6,69.5,9.7,163.4,14.2,6.0,10.0,05:59:27,1765925967,17:24:02,1765967042,0.91,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-17
2025-12-18,1765990800,29.0,24.0,26.2,30.7,24.0,26.6,20.2,70.0,1.6,100.0,45.83,rain,0.0,0.0,45.0,33.5,0.2,1013.3,45.9,9.9,168.3,14.6,7.0,10.0,05:59:58,1766012398,17:24:30,1766053470,0.94,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-18
2025-12-19,1766077200,30.0,24.0,26.5,33.2,24.0,27.4,21.0,72.5,1.3,100.0,37.5,rain,0.0,0.0,37.4,29.5,7.7,1011.3,48.5,10.0,156.9,13.4,6.0,10.0,06:00:29,1766098829,17:24:58,1766139898,0.97,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-19
2025-12-20,1766163600,30.0,23.0,26.3,33.2,23.0,27.2,21.5,75.5,2.1,100.0,33.33,rain,0.0,0.0,33.8,27.7,14.1,1010.7,45.3,10.0,183.9,15.9,7.0,10.0,06:01:00,1766185260,17:25:27,1766226327,0.0,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-20
2025-12-21,1766250000,30.0,26.0,27.0,34.0,26.0,28.3,22.0,74.4,2.7,100.0,54.17,rain,0.0,0.0,42.8,31.7,11.3,1011.2,49.0,10.0,187.7,16.1,7.0,10.0,06:01:30,1766271690,17:25:56,1766312756,0.04,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-21
2025-12-22,1766336400,29.0,25.0,26.4,32.6,25.0,27.1,22.4,78.9,5.8,100.0,87.5,rain,0.0,0.0,53.6,35.3,11.1,1011.2,61.6,9.7,170.2,14.8,6.0,10.0,06:02:00,1766358120,17:26:26,1766399186,0.07,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-22
2025-12-23,1766422800,30.0,25.0,26.8,33.2,25.0,27.7,21.3,72.3,1.9,100.0,37.5,rain,0.0,0.0,41.4,29.5,359.5,1011.0,63.5,10.0,171.2,14.8,6.0,10.0,06:02:29,1766444549,17:26:56,1766485616,0.11,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-23
2025-12-24,1766509200,29.0,24.0,25.9,31.9,24.0,26.5,21.9,79.4,2.0,100.0,41.67,rain,0.0,0.0,35.6,25.9,358.6,1010.2,75.3,9.7,103.1,8.9,4.0,30.0,06:02:58,1766530978,17:27:27,1766572047,0.14,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-24
2025-12-25,1766595600,26.0,24.0,24.9,26.0,24.0,24.9,22.0,84.7,8.6,100.0,91.67,rain,0.0,0.0,41.4,29.5,359.5,1011.5,84.8,9.3,90.2,7.9,4.0,10.0,06:03:26,1766617406,17:27:58,1766658478,0.18,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-25
2025-12-26,1766682000,26.0,23.0,25.0,26.0,23.0,25.0,20.3,75.3,3.4,100.0,75.0,rain,0.0,0.0,44.6,35.3,6.9,1013.8,68.0,9.9,130.6,11.3,5.0,10.0,06:03:54,1766703834,17:28:30,1766744910,0.21,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-26
2025-12-27,1766768400,27.0,24.0,24.8,28.4,24.0,25.0,18.9,69.8,1.1,100.0,33.33,rain,0.0,0.0,39.6,27.7,354.8,1014.6,72.6,10.0,145.2,12.5,5.0,10.0,06:04:21,1766790261,17:29:02,1766831342,0.25,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-27
2025-12-28,1766854800,28.0,21.0,24.5,29.6,21.0,24.7,18.9,71.6,0.2,100.0,8.33,rain,0.0,0.0,20.5,35.3,13.0,1014.5,56.9,10.0,226.6,19.6,8.0,10.0,06:04:48,1766876688,17:29:34,1766917774,0.25,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-28
2025-12-29,1766941200,27.0,21.9,24.7,28.4,21.9,24.9,19.0,71.1,0.1,100.0,4.17,rain,0.0,0.0,10.4,33.5,19.4,1013.5,53.9,10.0,251.2,21.6,9.0,10.0,06:05:14,1766963114,17:30:07,1767004207,0.32,"type_21, type_42",Variablecloud with rainlatepm.,rain,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-29
2025-12-30,1767027600,28.0,21.0,24.7,28.8,21.0,24.9,17.6,65.4,0.0,0.0,0.0,,0.0,0.0,11.9,29.5,10.0,1012.5,45.7,10.0,255.3,22.0,9.0,10.0,06:05:39,1767049539,17:30:40,1767090640,0.35,type_42,Clearingpm.,partly-cloudy-day,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-30
2025-12-31,1767114000,28.0,20.0,24.4,28.5,20.0,24.4,16.5,62.3,0.0,0.0,0.0,,0.0,0.0,7.9,27.7,10.3,1011.3,60.2,10.0,257.9,22.3,9.0,10.0,06:06:04,1767135964,17:31:13,1767177073,0.39,type_42,Variablecloud.,partly-cloudy-day,VVCR,obs,"12.2,108.6",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684281,12.2,108.6,2025-12-31
2025-12-01,1764522000,30.0,22.0,26.4,36.1,22.0,28.4,24.0,87.5,3.9,100.0,54.17,rain,0.0,0.0,24.8,18.4,107.2,1010.8,57.7,7.4,169.7,14.6,6.0,30.0,05:50:02,1764543002,17:17:38,1764584258,0.37,"type_21, type_42",Variablecloud with rainallday.,rain,"VVCR,remote",obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-01
2025-12-02,1764608400,31.0,25.0,27.2,36.4,25.0,29.6,24.6,86.2,1.3,100.0,50.0,rain,0.0,0.0,18.0,16.6,87.2,1010.7,73.8,7.8,150.1,13.0,6.0,30.0,05:50:33,1764629433,17:17:53,1764670673,0.41,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-02
2025-12-03,1764694800,30.0,24.0,26.0,34.0,24.0,27.2,24.1,90.1,48.0,100.0,100.0,rain,0.0,0.0,54.4,18.4,136.8,1011.2,84.8,8.1,41.9,3.6,2.0,30.0,05:51:05,1764715865,17:18:08,1764757088,0.44,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-03
2025-12-04,1764781200,28.0,26.0,26.6,31.8,26.0,28.0,23.4,82.5,9.3,100.0,87.5,rain,0.0,0.0,41.8,27.7,33.3,1013.7,70.6,10.0,154.3,13.3,7.0,10.0,05:51:38,1764802298,17:18:24,1764843504,0.47,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-04
2025-12-05,1764867600,29.0,25.0,26.6,32.6,25.0,27.5,21.6,74.3,2.2,100.0,45.83,rain,0.0,0.0,42.5,33.5,12.3,1015.3,54.8,9.9,182.0,15.7,6.0,10.0,05:52:10,1764888730,17:18:41,1764929921,0.5,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-05
2025-12-06,1764954000,29.0,22.5,26.1,30.7,22.5,26.6,19.9,68.9,0.6,100.0,20.83,rain,0.0,0.0,51.8,33.5,13.2,1014.8,49.6,10.6,187.9,16.4,7.0,10.0,05:52:43,1764975163,17:18:59,1765016339,0.54,"type_21, type_42",Variablecloud with rainampm.,rain,"VVCR,remote",obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-06
2025-12-07,1765040400,29.0,24.0,25.9,29.8,24.0,26.2,18.1,62.9,0.2,100.0,8.33,rain,0.0,0.0,34.2,35.3,8.3,1014.3,55.7,10.0,187.6,16.3,7.0,10.0,05:53:15,1765061595,17:19:18,1765102758,0.57,"type_21, type_42",Variablecloud with rainpm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-07
2025-12-08,1765126800,28.0,24.0,25.4,29.6,24.0,25.7,19.1,68.6,1.0,100.0,41.67,rain,0.0,0.0,48.2,33.5,354.4,1013.4,70.6,9.7,151.5,13.0,6.0,10.0,05:53:48,1765148028,17:19:38,1765189178,0.61,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-08
2025-12-09,1765213200,27.0,23.0,25.0,28.7,23.0,25.2,20.7,77.1,4.8,100.0,58.33,rain,0.0,0.0,39.6,35.3,0.9,1012.8,78.4,9.8,90.1,7.7,4.0,10.0,05:54:21,1765234461,17:19:59,1765275599,0.64,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-09
2025-12-10,1765299600,26.0,23.0,24.8,26.0,23.0,24.8,23.3,91.2,29.2,100.0,100.0,rain,0.0,0.0,43.2,24.1,10.7,1011.9,89.5,7.5,68.2,5.9,3.0,10.0,05:54:53,1765320893,17:20:20,1765362020,0.67,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-10
2025-12-11,1765386000,29.0,25.0,26.5,33.5,25.0,27.9,23.7,84.7,2.4,100.0,41.67,rain,0.0,0.0,34.6,24.1,19.1,1013.1,63.4,10.0,171.3,14.8,7.0,10.0,05:55:26,1765407326,17:20:43,1765448443,0.71,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-11
2025-12-12,1765472400,30.0,25.0,26.5,33.2,25.0,27.4,22.2,77.6,2.1,100.0,33.33,rain,0.0,0.0,33.1,27.7,14.4,1012.6,59.7,10.0,180.6,15.5,6.0,10.0,05:55:58,1765493758,17:21:06,1765534866,0.75,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-12
2025-12-13,1765558800,30.0,25.0,26.9,32.5,25.0,27.7,21.2,71.5,0.7,100.0,25.0,rain,0.0,0.0,37.4,29.5,7.1,1013.0,55.3,10.0,151.7,13.0,6.0,10.0,05:56:31,1765580191,17:21:30,1765621290,0.77,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-13
2025-12-14,1765645200,28.0,25.0,26.3,30.6,25.0,26.8,21.2,73.5,3.9,100.0,66.67,rain,0.0,0.0,57.6,37.1,14.3,1013.6,76.4,10.0,180.2,15.5,7.0,10.0,05:57:03,1765666623,17:21:55,1765707715,0.81,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-14
2025-12-15,1765731600,28.0,25.0,26.0,30.6,25.0,26.8,21.3,75.2,2.7,100.0,58.33,rain,0.0,0.0,41.0,35.3,11.9,1013.8,62.2,9.9,171.8,14.9,6.0,10.0,05:57:35,1765753055,17:22:21,1765794141,0.84,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-15
2025-12-16,1765818000,29.0,25.0,26.3,31.9,25.0,26.9,20.7,71.6,0.0,0.0,0.0,rain,0.0,0.0,32.8,29.5,5.3,1013.8,58.0,10.0,174.5,15.1,7.0,10.0,05:58:07,1765839487,17:22:47,1765880567,0.87,type_42,Variablecloud.,partly-cloudy-day,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-16
2025-12-17,1765904400,28.0,25.0,25.7,30.0,25.0,26.1,21.5,78.2,6.4,100.0,62.5,rain,0.0,0.0,46.4,33.5,6.7,1013.6,69.5,9.7,157.9,13.7,6.0,10.0,05:58:39,1765925919,17:23:14,1765966994,0.91,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-17
2025-12-18,1765990800,29.0,24.0,26.2,30.7,24.0,26.6,20.2,70.0,1.5,100.0,33.33,rain,0.0,0.0,38.5,33.5,0.2,1013.3,45.1,9.9,168.1,14.4,7.0,10.0,05:59:10,1766012350,17:23:42,1766053422,0.94,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-18
2025-12-19,1766077200,30.0,24.0,26.5,33.2,24.0,27.4,21.0,72.5,1.0,100.0,33.33,rain,0.0,0.0,32.0,29.5,7.7,1011.3,48.5,10.0,156.6,13.4,6.0,10.0,05:59:41,1766098781,17:24:10,1766139850,0.97,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-19
2025-12-20,1766163600,30.0,23.0,26.3,33.2,23.0,27.2,21.5,75.5,2.0,100.0,37.5,rain,0.0,0.0,34.9,27.7,14.1,1010.7,45.2,10.0,181.9,15.8,6.0,10.0,06:00:12,1766185212,17:24:39,1766226279,0.0,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-20
2025-12-21,1766250000,30.0,26.0,27.0,34.0,26.0,28.3,22.0,74.4,2.6,100.0,50.0,rain,0.0,0.0,37.4,31.7,11.3,1011.2,49.0,10.0,183.3,15.8,7.0,10.0,06:00:42,1766271642,17:25:08,1766312708,0.04,"type_21, type_42",Variablecloud with raindefinite.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-21
2025-12-22,1766336400,29.0,25.0,26.4,32.6,25.0,27.1,22.4,78.9,8.9,100.0,87.5,rain,0.0,0.0,53.6,35.3,11.1,1011.2,61.6,9.7,146.2,12.5,5.0,10.0,06:01:12,1766358072,17:25:38,1766399138,0.07,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-22
2025-12-23,1766422800,30.0,25.0,26.8,33.2,25.0,27.7,21.3,72.3,1.5,100.0,25.0,rain,0.0,0.0,37.1,29.5,359.5,1011.0,63.5,10.0,163.0,14.1,6.0,10.0,06:01:41,1766444501,17:26:08,1766485568,0.11,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-23
2025-12-24,1766509200,29.0,24.0,25.9,31.9,24.0,26.5,22.0,79.4,1.4,100.0,37.5,rain,0.0,0.0,29.5,25.9,358.6,1010.2,75.3,9.7,94.1,8.2,4.0,10.0,06:02:10,1766530930,17:26:39,1766571999,0.14,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-24
2025-12-25,1766595600,26.0,24.0,24.9,26.0,24.0,24.9,22.1,84.7,12.8,100.0,83.33,rain,0.0,0.0,42.5,29.5,359.3,1011.5,84.8,9.3,56.0,4.9,3.0,10.0,06:02:38,1766617358,17:27:10,1766658430,0.18,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-25
2025-12-26,1766682000,26.0,23.0,25.0,26.0,23.0,25.0,20.3,75.3,2.9,100.0,66.67,rain,0.0,0.0,36.7,35.3,6.9,1013.8,68.0,9.9,115.4,9.9,5.0,10.0,06:03:06,1766703786,17:27:42,1766744862,0.21,"type_21, type_42",Variablecloud with rainallday.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-26
2025-12-27,1766768400,27.0,24.0,24.8,28.4,24.0,25.0,18.9,69.8,1.2,100.0,33.33,rain,0.0,0.0,33.8,27.7,354.8,1014.6,73.2,10.0,120.2,10.4,4.0,10.0,06:03:33,1766790213,17:28:14,1766831294,0.25,"type_21, type_42",Variablecloud with rainampm.,rain,VVCR,obs,"12.2,108.8",Asia/Ho_Chi_Minh,7.0,31,DL_FIRE_SV-C2_684286,12.2,108.8,2025-12-27
