datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,resolvedAddress,tz,tzOffset,queryCost,lat,lon,date
2012-02-13,1329066000,26.7,16.0,21.8,26.7,16.0,21.8,18.0,80.2,0.0,0.0,0.0,,0.0,0.0,,25.2,43.4,1014.1,48.8,20.0,,,,06:07:45,1329088065,17:50:28,1329130228,0.69,type_42,Clearingpm.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-13
2012-02-14,1329152400,27.1,16.7,22.5,29.2,16.7,22.7,18.8,80.4,0.0,0.0,0.0,,0.0,0.0,,21.6,51.2,1012.6,64.0,20.0,,,,06:07:26,1329174446,17:50:46,1329216646,0.72,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-14
2012-02-15,1329238800,27.7,17.2,23.3,30.2,17.2,23.7,19.8,81.6,0.0,0.0,0.0,,0.0,0.0,,18.0,54.3,1010.3,80.9,20.0,,,,06:07:05,1329260825,17:51:02,1329303062,0.75,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-15
2012-02-16,1329325200,28.6,19.4,23.7,31.6,19.4,24.1,21.3,86.7,6.4,100.0,41.67,rain,0.0,0.0,,25.2,49.2,1010.8,93.2,20.0,,,,06:06:43,1329347203,17:51:18,1329389478,0.8,"type_21, type_41",Overcast with raindefinite.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-16
2012-02-17,1329411600,27.9,21.3,23.7,31.7,21.3,24.0,21.9,90.0,3.0,100.0,4.17,rain,0.0,0.0,,28.8,41.9,1011.7,95.7,20.0,,,,06:06:21,1329433581,17:51:33,1329475893,0.83,"type_21, type_41",Overcast with rainam.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-17
2012-02-18,1329498000,25.2,19.0,22.0,25.2,19.0,22.0,19.5,86.0,1.4,100.0,8.33,rain,0.0,0.0,,32.4,355.6,1013.1,98.3,17.5,,,,06:05:58,1329519958,17:51:48,1329562308,0.87,"type_21, type_41",Overcast with raindefinite.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-18
2012-02-19,1329584400,24.9,17.6,20.8,24.9,17.6,20.8,18.5,87.1,11.8,100.0,58.33,rain,0.0,0.0,,32.4,339.6,1013.2,98.8,20.0,,,,06:05:34,1329606334,17:52:02,1329648722,0.9,"type_21, type_41",Overcast with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-19
2012-02-20,1329670800,26.9,17.3,21.5,28.7,17.3,21.5,18.6,84.2,0.6,100.0,25.0,rain,0.0,0.0,,21.6,340.1,1012.0,97.7,20.0,,,,06:05:09,1329692709,17:52:16,1329735136,0.94,"type_21, type_41",Overcast with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-20
2012-02-21,1329757200,23.9,19.0,21.6,23.9,19.0,21.6,20.2,92.0,1.8,100.0,8.33,rain,0.0,0.0,,10.8,354.4,1010.2,97.3,16.9,,,,06:04:43,1329779083,17:52:29,1329821549,0.97,"type_21, type_41",Overcast with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-21
2012-02-22,1329843600,25.9,20.1,22.8,25.9,20.1,22.8,21.3,91.4,11.9,100.0,8.33,rain,0.0,0.0,,9.0,117.2,1010.0,72.8,11.4,,,,06:04:17,1329865457,17:52:42,1329907962,0.0,"type_21, type_42",Variablecloud with rainclearinglater.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-22
2012-02-23,1329930000,29.2,20.1,24.5,33.1,20.1,25.1,21.9,86.3,0.0,0.0,0.0,,0.0,0.0,,14.4,126.7,1008.6,54.1,20.0,,,,06:03:49,1329951829,17:52:54,1329994374,0.04,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-23
2012-02-24,1330016400,29.1,22.3,25.3,33.5,22.3,26.3,22.9,86.9,0.4,100.0,12.5,rain,0.0,0.0,,14.4,126.5,1008.5,44.4,20.0,,,,06:03:21,1330038201,17:53:05,1330080785,0.07,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-24
2012-02-25,1330102800,29.1,22.2,25.3,33.4,22.2,26.2,22.8,86.8,0.0,0.0,0.0,,0.0,0.0,,18.0,123.2,1008.1,35.1,20.0,,,,06:02:53,1330124573,17:53:16,1330167196,0.11,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-25
2012-02-26,1330189200,29.1,21.2,24.5,34.0,21.2,25.3,21.9,86.0,0.0,0.0,0.0,,0.0,0.0,,25.2,84.4,1009.4,51.1,20.0,,,,06:02:23,1330210943,17:53:27,1330253607,0.14,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-26
2012-02-27,1330275600,28.7,20.6,24.2,32.7,20.6,24.6,21.2,83.8,0.8,100.0,20.83,rain,0.0,0.0,,25.2,75.8,1010.6,70.7,20.0,,,,06:01:53,1330297313,17:53:37,1330340017,0.17,"type_21, type_42",Variablecloud with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-27
2012-02-28,1330362000,27.7,18.5,23.1,30.8,18.5,23.3,20.3,85.2,0.0,0.0,0.0,,0.0,0.0,,25.2,74.4,1009.8,78.7,20.0,,,,06:01:23,1330383683,17:53:46,1330426426,0.2,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-28
2012-02-29,1330448400,27.9,19.3,23.7,31.1,19.3,24.1,21.0,85.8,0.1,100.0,4.17,rain,0.0,0.0,,21.6,80.6,1010.3,65.9,20.0,,,,06:00:51,1330470051,17:53:55,1330512835,0.24,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-02-29
2012-03-01,1330534800,28.1,21.5,24.5,31.8,21.5,24.8,21.8,85.2,1.3,100.0,25.0,rain,0.0,0.0,,21.6,71.9,1010.9,85.6,20.0,,,,06:00:20,1330556420,17:54:04,1330599244,0.25,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-01
2012-03-02,1330621200,28.6,21.5,24.5,32.6,21.5,24.9,21.6,84.9,0.9,100.0,12.5,rain,0.0,0.0,,14.4,100.6,1010.0,62.6,20.0,,,,05:59:47,1330642787,17:54:12,1330685652,0.3,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-02
2012-03-03,1330707600,29.2,19.2,23.7,33.7,19.2,24.3,20.7,84.1,0.2,100.0,8.33,rain,0.0,0.0,,14.4,113.4,1010.2,85.2,20.0,,,,05:59:14,1330729154,17:54:20,1330772060,0.33,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-03
2012-03-04,1330794000,29.6,19.9,24.5,35.1,19.9,25.3,21.6,84.2,0.3,100.0,8.33,rain,0.0,0.0,,14.4,102.3,1010.2,87.2,20.0,,,,05:58:41,1330815521,17:54:27,1330858467,0.36,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-04
2012-03-05,1330880400,30.4,20.0,25.0,36.3,20.0,26.0,21.9,83.8,0.2,100.0,8.33,rain,0.0,0.0,,14.4,122.5,1008.4,67.6,20.0,,,,05:58:07,1330901887,17:54:34,1330944874,0.4,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-05
2012-03-06,1330966800,30.7,20.9,25.3,34.7,20.9,26.3,21.7,81.2,0.4,100.0,4.17,rain,0.0,0.0,,14.4,114.1,1007.6,41.4,20.0,,,,05:57:32,1330988252,17:54:40,1331031280,0.43,"type_21, type_42",Clearingpm with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-06
2012-03-07,1331053200,30.4,21.3,25.6,36.0,21.3,27.1,22.6,84.1,0.2,100.0,8.33,rain,0.0,0.0,,14.4,123.7,1007.1,44.7,20.0,,,,05:56:57,1331074617,17:54:47,1331117687,0.46,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-07
2012-03-08,1331139600,30.7,21.3,25.8,36.4,21.3,27.3,22.4,82.3,0.3,100.0,12.5,rain,0.0,0.0,,14.4,125.5,1007.4,37.9,20.0,,,,05:56:22,1331160982,17:54:53,1331204093,0.5,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-08
2012-03-09,1331226000,30.2,21.8,25.7,36.6,21.8,27.0,22.3,82.2,0.0,0.0,0.0,,0.0,0.0,,18.0,89.7,1008.6,66.5,20.0,,,,05:55:46,1331247346,17:54:58,1331290498,0.53,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-09
2012-03-10,1331312400,28.7,21.9,24.6,34.0,21.9,25.0,21.4,82.8,0.5,100.0,4.17,rain,0.0,0.0,,18.0,63.8,1010.6,87.9,19.4,,,,05:55:10,1331333710,17:55:03,1331376903,0.56,"type_21, type_42",Variablecloud with rainlatepm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-10
2012-03-11,1331398800,27.4,21.2,23.7,29.5,21.2,24.0,20.6,83.2,4.1,100.0,8.33,rain,0.0,0.0,,21.6,30.8,1012.5,84.9,15.5,,,,05:54:34,1331420074,17:55:08,1331463308,0.6,"type_21, type_42",Variablecloud with rainclearinglater.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-11
2012-03-12,1331485200,29.2,21.1,24.2,31.6,21.1,24.5,20.1,78.5,1.2,100.0,16.67,rain,0.0,0.0,,21.6,28.7,1014.2,76.8,20.0,,,,05:53:57,1331506437,17:55:13,1331549713,0.63,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-12
2012-03-13,1331571600,29.4,19.9,24.3,32.7,19.9,24.6,20.2,78.9,0.6,100.0,16.67,rain,0.0,0.0,,21.6,34.4,1014.8,83.1,20.0,,,,05:53:20,1331592800,17:55:17,1331636117,0.67,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-13
2012-03-14,1331658000,28.7,19.8,24.1,31.6,19.8,24.5,20.6,81.2,0.4,100.0,12.5,rain,0.0,0.0,,18.0,63.8,1013.7,84.2,20.0,,,,05:52:42,1331679162,17:55:22,1331722522,0.7,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-14
2012-03-15,1331744400,29.9,19.8,24.3,35.2,19.8,25.1,21.4,84.1,0.3,100.0,4.17,rain,0.0,0.0,,14.4,82.0,1013.2,90.8,20.0,,,,05:52:05,1331765525,17:55:26,1331808926,0.75,"type_21, type_41",Overcast with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-15
2012-03-16,1331830800,30.6,20.2,24.6,34.9,20.2,25.5,21.4,83.2,0.2,100.0,8.33,rain,0.0,0.0,,14.4,104.5,1011.9,65.3,20.0,,,,05:51:27,1331851887,17:55:29,1331895329,0.77,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-16
2012-03-17,1331917200,31.6,19.3,24.9,36.4,19.3,25.8,20.6,78.5,0.5,100.0,4.17,rain,0.0,0.0,,10.8,119.9,1011.3,45.9,20.0,,,,05:50:49,1331938249,17:55:33,1331981733,0.81,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-17
2012-03-18,1332003600,31.6,20.1,25.0,36.4,20.1,25.9,20.8,78.6,0.1,100.0,4.17,rain,0.0,0.0,,10.8,118.0,1011.5,58.0,20.0,,,,05:50:11,1332024611,17:55:36,1332068136,0.85,"type_21, type_42",Variablecloud with rainam.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-18
2012-03-19,1332090000,31.1,20.0,25.1,35.2,20.0,26.1,20.6,77.4,0.0,0.0,0.0,,0.0,0.0,,10.8,103.2,1011.5,54.3,20.0,,,,05:49:32,1332110972,17:55:40,1332154540,0.88,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-19
2012-03-20,1332176400,30.9,21.3,25.1,35.4,21.3,26.2,21.9,83.1,8.7,100.0,37.5,rain,0.0,0.0,,7.2,148.9,1011.2,74.6,20.0,,,,05:48:54,1332197334,17:55:43,1332240943,0.92,"type_21, type_42",Variablecloud with raindefinite.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-20
2012-03-21,1332262800,27.4,20.7,23.6,30.4,20.7,24.0,21.9,90.5,6.5,100.0,41.67,rain,0.0,0.0,,10.8,41.1,1011.2,77.0,20.0,,,,05:48:15,1332283695,17:55:46,1332327346,0.95,"type_21, type_42",Variablecloud with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-21
2012-03-22,1332349200,29.4,20.1,24.8,35.2,20.1,25.7,21.6,83.3,0.1,100.0,4.17,rain,0.0,0.0,,18.0,82.2,1011.1,53.5,20.0,,,,05:47:36,1332370056,17:55:49,1332413749,0.0,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-22
2012-03-23,1332435600,29.7,21.4,25.2,33.5,21.4,25.9,22.4,85.5,0.8,100.0,20.83,rain,0.0,0.0,,18.0,72.3,1011.7,63.5,20.0,,,,05:46:57,1332456417,17:55:51,1332500151,0.02,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-23
2012-03-24,1332522000,27.4,20.4,23.8,29.8,20.4,24.1,20.7,83.3,1.6,100.0,25.0,rain,0.0,0.0,,25.2,5.6,1013.5,89.9,20.0,,,,05:46:18,1332542778,17:55:54,1332586554,0.05,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-24
2012-03-25,1332608400,28.1,19.4,23.1,30.3,19.4,23.3,19.0,78.2,0.8,100.0,20.83,rain,0.0,0.0,,28.8,0.6,1014.0,91.1,20.0,,,,05:45:39,1332629139,17:55:57,1332672957,0.09,"type_21, type_41",Overcast with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-25
2012-03-26,1332694800,28.6,20.2,23.8,31.0,20.2,24.2,19.3,76.2,0.9,100.0,20.83,rain,0.0,0.0,,28.8,6.4,1014.4,95.2,20.0,,,,05:45:00,1332715500,17:56:00,1332759360,0.12,"type_21, type_41",Overcast with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-26
2012-03-27,1332781200,29.4,20.4,24.1,31.7,20.4,24.5,19.4,75.2,1.0,100.0,20.83,rain,0.0,0.0,,28.8,1.9,1014.7,85.5,20.0,,,,05:44:22,1332801862,17:56:02,1332845762,0.15,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-27
2012-03-28,1332867600,28.2,19.7,23.6,30.0,19.7,23.8,19.3,77.5,1.0,100.0,16.67,rain,0.0,0.0,,28.8,4.4,1014.5,87.6,20.0,,,,05:43:43,1332888223,17:56:05,1332932165,0.18,"type_21, type_42",Variablecloud with rainampm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-28
2012-03-29,1332954000,28.2,19.0,23.4,31.1,19.0,23.7,19.7,80.4,2.3,100.0,25.0,rain,0.0,0.0,,21.6,0.9,1012.9,93.6,18.1,,,,05:43:04,1332974584,17:56:07,1333018567,0.22,"type_21, type_41",Overcast with raindefinite.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-29
2012-03-30,1333040400,25.2,21.2,23.1,25.2,21.2,23.1,21.6,91.2,15.0,100.0,16.67,rain,0.0,0.0,,10.8,330.2,1011.8,100.0,12.5,,,,05:42:25,1333060945,17:56:10,1333104970,0.25,"type_21, type_41",Overcast with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-30
2012-03-31,1333126800,26.1,21.4,23.0,26.1,21.4,23.0,21.9,93.7,83.1,100.0,16.67,rain,0.0,0.0,,32.4,27.7,1012.7,100.0,8.5,,,,05:41:47,1333147307,17:56:13,1333191373,0.25,"type_21, type_41",Overcast with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-03-31
2012-04-01,1333213200,25.7,20.2,22.3,25.7,20.2,22.3,21.6,96.3,97.0,100.0,16.67,rain,0.0,0.0,,28.8,46.9,1013.2,100.0,17.1,,,,05:41:08,1333233668,17:56:16,1333277776,0.32,"type_21, type_41",Overcast with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-01
2012-04-02,1333299600,28.2,20.9,24.0,32.5,20.9,24.5,22.3,90.3,45.9,100.0,12.5,rain,0.0,0.0,,11.5,115.3,1013.6,89.6,20.0,,,,05:40:30,1333320030,17:56:19,1333364179,0.35,"type_21, type_42",Variablecloud with rainallday.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-02
2012-04-03,1333386000,29.2,20.8,24.7,34.2,20.8,25.6,22.1,86.1,0.9,100.0,12.5,rain,0.0,0.0,,18.0,103.1,1015.3,63.5,20.0,,,,05:39:52,1333406392,17:56:22,1333450582,0.38,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-03
2012-04-04,1333472400,30.6,21.1,25.5,35.7,21.1,26.8,22.0,81.9,0.0,0.0,0.0,,0.0,0.0,,10.8,125.2,1014.7,81.0,20.0,,,,05:39:14,1333492754,17:56:25,1333536985,0.41,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-04
2012-04-05,1333558800,30.4,22.0,25.7,35.3,22.0,26.9,22.3,82.5,0.5,100.0,4.17,rain,0.0,0.0,,14.4,125.5,1013.1,79.3,20.0,,,,05:38:36,1333579116,17:56:28,1333623388,0.45,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-05
2012-04-06,1333645200,29.2,21.4,25.4,34.4,21.4,26.4,22.4,84.6,0.6,100.0,8.33,rain,0.0,0.0,,18.0,127.4,1012.6,69.4,20.0,,,,05:37:59,1333665479,17:56:31,1333709791,0.48,"type_21, type_42",Variablecloud with rainpm.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-06
2012-04-07,1333731600,30.2,21.7,25.6,35.9,21.7,26.8,22.1,82.3,0.0,0.0,0.0,,0.0,0.0,,18.0,94.9,1012.7,71.6,20.0,,,,05:37:22,1333751842,17:56:35,1333796195,0.5,type_42,Variablecloud.,partly-cloudy-day,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-07
2012-04-08,1333818000,29.6,21.9,25.2,34.3,21.9,26.2,22.0,82.9,5.1,100.0,4.17,rain,0.0,0.0,,25.2,79.9,1012.9,60.9,18.8,,,,05:36:45,1333838205,17:56:38,1333882598,0.55,"type_21, type_42",Variablecloud with rainam.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-08
2012-04-09,1333904400,29.9,21.1,25.1,34.7,21.1,26.3,22.0,83.5,0.6,100.0,12.5,rain,0.0,0.0,,25.2,85.0,1012.9,62.7,20.0,,,,05:36:08,1333924568,17:56:42,1333969002,0.58,"type_21, type_42",Variablecloud with rainam.,rain,"48877099999,remote",obs,"12.4,108.8",Asia/Ho_Chi_Minh,7.0,1,12.4,108.8,2012-04-09
